location_name,year,age_group,sex_name,val_total,val_hbm,percent_hbm
United States of America,2017.0,Under 40,Female,20938.761436703116,2760.3213732318513,13.182830233661011
United States of America,2017.0,Under 40,Male,22789.70130318777,2994.3812708516894,13.139186121903418
United States of America,2018.0,40 and above,Female,3885208.6325620376,36378.93844479342,0.9363445283195493
United States of America,2018.0,40 and above,Male,3955639.520052762,23616.558085917746,0.597035143525989
United States of America,2018.0,Under 40,Female,20236.18150872234,2683.4332100135152,13.260570967190047
United States of America,2018.0,Under 40,Male,22381.650381107942,2953.2967870122307,13.195169867835437
United States of America,2019.0,40 and above,Female,3899267.893261445,36184.5970139815,0.9279843807734842
United States of America,2019.0,40 and above,Male,3951927.4886618345,23765.76195778787,0.6013714073948055
United States of America,2019.0,Under 40,Female,21376.82648542882,3066.9898357998536,14.347264491716857
United States of America,2019.0,Under 40,Male,23109.40883170253,3217.755721834895,13.924007079837683
United States of America,2020.0,40 and above,Female,3945533.4198596557,36025.46986140883,0.913069692429326
United States of America,2020.0,40 and above,Male,3995141.471209031,23561.179586046354,0.5897458139052119
United States of America,2020.0,Under 40,Female,21171.788908325867,3054.344895672896,14.426484738244136
United States of America,2020.0,Under 40,Male,22859.265679598215,3238.224901462365,14.165918305733088
United States of America,2021.0,40 and above,Female,4021159.1256751707,36512.63364886362,0.9080126527629764
United States of America,2021.0,40 and above,Male,4084827.6734875403,23808.667184743957,0.5828560979272992
United States of America,2021.0,Under 40,Female,20902.7502304928,3029.182855487483,14.491790898733173
United States of America,2021.0,Under 40,Male,21962.185314359856,3087.5142045947455,14.058319608914285
